,1,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000,5100,5200,5300,5400,5500,5600,5699,5700,5740,5743,5746,5748,5760,5761,5766,5768,5778,5779,5785,5789,5800,5801,5807,5808,5811,5819,5820,5823,5828,5831,5835,5841,5844,5845,5850,5851,5853,5854,5859,5860,5862,5863,5864,5865,5866,5868,5869,5870,5872,5874,5875,5876,5878,5879,5881,5882,5883,5884,5886,5888,5889,5891,5893,5894,5897,5899,5900,5902,5903,5905,5906,5908,5909,5912,5914,5916,5921,5922,5923,5924,5926,5929,5933,5939,5941,5945,5946,5948,5953,5955,5961,5963,5964,5966,5968,5969,5970,5975,5978,5979,5980,5981,5989,5991,5994,6000,6002,6004,6007,6013,6016,6019,6021,6022,6023,6024,6025,6028,6029,6030,6033,6043,6044,6045,6047,6048,6049,6050,6052,6056,6058,6059,6060,6062,6066,6069,6071,6074,6075,6076,6079,6081,6082,6083,6084,6085,6086,6088,6090,6091,6092,6093,6095,6097,6099,6100,6101,6102,6104,6105,6106,6108,6111,6112,6115,6116,6118,6119,6121,6126,6127,6130,6131,6136,6137,6141,6147,6150,6154,6157,6159,6168,6173,6174,6178,6184,6190,6195,6200,6203,6209,6213,6218,6232,6233,6238,6247,6265,6288,6290,6294,6300,6303,6309,6342
36_1_Swab,1,69.032,116.442,155.413,189.744,220.747,248.943,275.132,299.665,322.836,344.654,365.634,385.544,404.713,423.032,440.392,457.236,473.412,489.099,503.975,518.353,532.376,546.056,559.384,571.961,584.465,596.706,608.485,619.914,631.147,641.992,652.61,663.168,673.224,683.253,692.891,702.416,711.584,720.619,729.524,738.22,746.701,754.835,762.983,770.949,778.691,786.229,793.683,801.222,808.444,815.372,822.279,828.995,835.479,841.984,848.342,854.625,860.751,860.804,863.232,863.407,863.591,863.721,864.436,864.5,864.798,864.917,865.587,865.638,865.998,866.241,866.908,866.985,867.367,867.433,867.612,868.1,868.162,868.339,868.649,868.823,869.059,869.398,869.561,869.631,869.929,869.989,870.112,870.172,870.441,870.493,870.596,870.658,870.713,870.764,870.816,870.928,870.994,871.046,871.147,871.279,871.324,871.375,871.499,871.564,871.675,871.738,871.796,871.852,871.97,872.086,872.15,872.27,872.382,872.436,872.642,872.763,872.822,872.926,872.987,873.088,873.141,873.24,873.299,873.471,873.582,873.686,873.993,874.052,874.115,874.159,874.279,874.468,874.692,875.01,875.155,875.406,875.47,875.597,875.891,876.007,876.335,876.455,876.53,876.659,876.777,876.825,876.884,877.158,877.341,877.4,877.463,877.525,877.986,878.078,878.259,878.588,878.706,878.822,878.99,879.36,879.559,879.716,879.822,879.878,879.927,879.995,880.048,880.221,880.271,880.327,880.504,881.104,881.149,881.204,881.323,881.383,881.42,881.463,881.597,881.825,881.943,882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36_2_Swab,1,39.894,59.028,73.791,85.623,96.087,105.617,114.219,122.198,129.627,136.851,143.548,149.933,156.139,162.168,167.837,173.432,178.932,184.25,189.304,194.347,199.326,204.176,208.903,213.522,218.008,222.47,226.978,231.306,235.594,239.777,243.987,247.983,252.093,256.054,260.191,264.266,268.205,271.939,275.729,279.387,283.162,286.886,290.545,294.15,297.775,301.404,304.889,308.193,311.678,315.005,318.403,321.756,325.128,328.475,331.745,335.028,338.227,338.255,339.487,339.59,339.681,339.736,340.105,340.143,340.299,340.356,340.689,340.718,340.919,341.046,341.401,341.433,341.598,341.63,341.722,341.95,341.987,342.085,342.234,342.316,342.42,342.573,342.658,342.704,342.849,342.876,342.938,342.967,343.122,343.153,343.212,343.248,343.27,343.3,343.334,343.396,343.428,343.461,343.527,343.591,343.63,343.667,343.717,343.746,343.798,343.836,343.863,343.888,343.946,344.011,344.043,344.114,344.168,344.195,344.271,344.336,344.374,344.448,344.478,344.545,344.581,344.65,344.686,344.786,344.836,344.889,345.029,345.057,345.08,345.109,345.177,345.283,345.41,345.621,345.689,345.821,345.854,345.927,346.069,346.129,346.328,346.393,346.422,346.47,346.528,346.557,346.587,346.761,346.849,346.881,346.912,346.942,347.188,347.255,347.34,347.499,347.554,347.613,347.717,347.907,348.003,348.101,348.165,348.189,348.227,348.261,348.295,348.402,348.433,348.461,348.545,348.869,348.909,348.94,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36_3_Swab,1,39.803,55.887,67.455,77.044,84.971,91.885,98.202,103.999,109.306,114.361,119.166,123.54,127.85,131.93,135.848,139.759,143.33,146.754,150.123,153.429,156.652,159.86,162.959,166.019,168.99,171.918,174.635,177.474,180.189,182.831,185.458,188.123,190.589,193.13,195.578,197.898,200.268,202.632,204.912,207.211,209.477,211.688,213.964,216.063,218.237,220.322,222.358,224.534,226.597,228.624,230.623,232.694,234.697,236.664,238.667,240.54,242.429,242.443,243.213,243.275,243.317,243.345,243.595,243.613,243.703,243.731,243.927,243.946,244.053,244.119,244.319,244.333,244.437,244.458,244.519,244.68,244.704,244.768,244.874,244.935,245.005,245.117,245.183,245.191,245.286,245.31,245.339,245.357,245.449,245.472,245.509,245.53,245.546,245.561,245.581,245.615,245.638,245.657,245.692,245.736,245.757,245.774,245.811,245.827,245.874,245.892,245.908,245.925,245.971,246.014,246.034,246.073,246.108,246.128,246.182,246.214,246.232,246.268,246.287,246.318,246.343,246.379,246.403,246.466,246.496,246.543,246.643,246.666,246.681,246.701,246.743,246.799,246.865,246.97,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36_4_Swab,1,71.309,123.174,166.963,205.767,241.389,273.965,304.318,333.05,360.075,385.583,409.978,433.012,455.437,477.133,497.885,517.801,537.02,555.725,573.951,591.569,608.667,625.321,641.706,657.503,673.35,688.608,703.412,717.944,732.156,746.275,760.198,773.987,787.477,800.796,813.823,826.613,839.306,851.644,863.834,876.02,887.917,899.672,911.403,923.215,934.844,946.222,957.749,968.899,979.789,990.611,1001.628,1012.466,1023.184,1033.932,1044.774,1055.432,1065.831,1065.929,1070.185,1070.526,1070.837,1071.024,1072.298,1072.414,1072.934,1073.116,1074.147,1074.251,1074.877,1075.284,1076.416,1076.512,1077.114,1077.219,1077.521,1078.357,1078.457,1078.783,1079.31,1079.617,1080.057,1080.692,1081.035,1081.154,1081.654,1081.757,1081.953,1082.061,1082.566,1082.666,1082.874,1082.989,1083.099,1083.183,1083.295,1083.491,1083.592,1083.68,1083.86,1084.066,1084.169,1084.286,1084.468,1084.58,1084.777,1084.882,1084.991,1085.096,1085.303,1085.523,1085.622,1085.831,1086.022,1086.113,1086.384,1086.574,1086.686,1086.906,1087.011,1087.218,1087.313,1087.511,1087.618,1087.934,1088.168,1088.376,1088.886,1088.979,1089.085,1089.188,1089.389,1089.716,1090.125,1090.779,1090.997,1091.41,1091.514,1091.752,1092.256,1092.466,1093.119,1093.325,1093.446,1093.632,1093.855,1093.962,1094.07,1094.591,1094.885,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36_5_Swab,1,41.331,61.94,77.762,91.262,103.171,113.794,123.509,132.458,141.096,149.182,156.733,163.984,170.991,177.848,184.4,190.798,196.788,202.695,208.48,213.984,219.417,224.84,230.007,235.189,240.222,245.123,250.2,254.955,259.717,264.34,268.911,273.361,277.859,282.352,286.642,291.016,295.275,299.564,303.697,307.754,311.755,315.89,319.877,323.894,327.804,331.705,335.532,339.315,343.121,346.969,350.652,354.345,358.085,361.814,365.527,369.126,372.646,372.675,374.065,374.162,374.273,374.366,374.787,374.818,374.986,375.07,375.44,375.481,375.708,375.853,376.234,376.269,376.483,376.516,376.617,376.881,376.923,377.032,377.216,377.317,377.47,377.674,377.79,377.83,378.004,378.045,378.125,378.159,378.343,378.386,378.442,378.474,378.511,378.539,378.563,378.633,378.669,378.703,378.765,378.841,378.88,378.912,378.982,379.014,379.081,379.121,379.161,379.209,379.277,379.355,379.393,379.473,379.544,379.576,379.687,379.761,379.794,379.866,379.903,379.978,380.009,380.09,380.125,380.249,380.325,380.389,380.564,380.594,380.627,380.668,380.731,380.829,380.964,381.163,381.245,381.399,381.436,381.51,381.683,381.766,381.996,382.061,382.091,382.167,382.244,382.271,382.302,382.478,382.575,382.604,382.628,382.674,382.946,383.023,383.122,383.312,383.388,383.458,383.566,383.786,383.887,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36_6_Swab,1,78.233,137.285,187.796,232.615,273.248,310.515,345.177,377.45,407.675,436.332,463.652,489.35,513.906,537.461,559.735,581.39,602.024,621.886,641.105,659.818,677.678,694.693,711.313,727.668,743.279,758.353,773.102,787.396,801.165,814.773,827.901,840.804,853.441,865.57,877.532,889.11,900.426,911.437,922.183,932.796,942.928,952.947,962.648,972.034,981.294,990.253,999.07,1007.887,1016.261,1024.59,1032.681,1040.437,1048.074,1055.556,1062.782,1069.787,1076.681,1076.743,1079.429,1079.615,1079.8,1079.93,1080.727,1080.79,1081.13,1081.264,1081.957,1082.015,1082.409,1082.699,1083.439,1083.495,1083.89,1083.954,1084.152,1084.692,1084.766,1084.998,1085.325,1085.51,1085.745,1086.132,1086.335,1086.396,1086.718,1086.788,1086.917,1086.981,1087.303,1087.376,1087.505,1087.568,1087.633,1087.695,1087.751,1087.864,1087.922,1087.991,1088.118,1088.234,1088.295,1088.363,1088.49,1088.545,1088.667,1088.732,1088.795,1088.857,1088.985,1089.123,1089.196,1089.323,1089.469,1089.53,1089.725,1089.844,1089.898,1090.049,1090.119,1090.236,1090.304,1090.436,1090.495,1090.725,1090.86,1091.004,1091.324,1091.395,1091.455,1091.511,1091.636,1091.832,1092.093,1092.46,1092.582,1092.826,1092.891,1093.016,1093.355,1093.465,1093.87,1094.003,1094.06,1094.19,1094.324,1094.391,1094.438,1094.752,1094.948,1095.01,1095.072,1095.126,1095.603,1095.745,1095.927,1096.278,1096.418,1096.554,1096.737,1097.098,1097.274,1097.479,1097.602,1097.67,1097.737,1097.786,1097.838,1098.03,1098.096,1098.152,1098.326,1098.959,1099.013,1099.084,1099.198,1099.247,1099.308,1099.355,1099.484,1099.73,1099.849,1099.928,1099.983,1100.122,1100.363,1100.582,1100.713,1100.899,1100.955,1101.02,1101.205,1101.332,1101.377,1101.427,1101.49,1101.542,1101.602,1101.705,1101.812,1101.86,1101.913,1101.97,1102.102,1102.214,1102.337,1102.388,1102.447,1102.504,1102.618,1102.677,1102.745,1102.866,1103.035,1103.094,1103.28,1103.342,1103.467,1103.544,1103.686,1103.989,1104.047,1104.231,1104.284,1104.588,1104.646,1104.894,1105.27,1105.471,1105.697,1105.884,1106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36_AL_1,1,73.831,129.064,176.334,218.499,256.925,292.553,325.593,356.58,386.039,413.785,440.106,465.339,489.39,512.72,535.178,556.924,578.036,598.489,618.22,637.251,655.834,673.797,691.365,708.401,725.062,741.516,757.518,773.291,788.755,803.817,818.421,832.758,846.996,860.974,874.501,888.034,901.252,913.968,926.601,939.185,951.613,963.8,975.751,987.629,999.292,1010.8,1022.06,1033.322,1044.279,1055.201,1066.088,1076.744,1087.336,1097.727,1107.982,1118.075,1128.022,1128.118,1132.05,1132.347,1132.637,1132.825,1133.993,1134.09,1134.554,1134.754,1135.797,1135.894,1136.535,1136.903,1138.107,1138.222,1138.84,1138.934,1139.224,1140.05,1140.137,1140.407,1140.885,1141.186,1141.588,1142.155,1142.44,1142.545,1143.059,1143.174,1143.371,1143.47,1143.984,1144.073,1144.277,1144.362,1144.467,1144.55,1144.645,1144.846,1144.932,1145.038,1145.234,1145.434,1145.534,1145.626,1145.826,1145.921,1146.128,1146.233,1146.327,1146.415,1146.595,1146.787,1146.883,1147.065,1147.257,1147.353,1147.646,1147.826,1147.919,1148.107,1148.198,1148.39,1148.487,1148.691,1148.789,1149.056,1149.236,1149.418,1149.923,1150.027,1150.119,1150.22,1150.406,1150.684,1151.062,1151.678,1151.889,1152.25,1152.356,1152.55,1153.03,1153.221,1153.816,1153.997,1154.083,1154.261,1154.469,1154.563,1154.674,1155.132,1155.415,1155.514,1155.612,1155.727,1156.482,1156.672,1156.963,1157.571,1157.741,1157.925,1158.222,1158.827,1159.144,1159.449,1159.628,1159.709,1159.8,1159.88,1159.97,1160.264,1160.371,1160.463,1160.779,1161.758,1161.867,1161.972,1162.153,1162.241,1162.332,1162.44,1162.627,1163.004,1163.213,1163.286,1163.384,1163.589,1163.984,1164.261,1164.449,1164.727,1164.817,1164.925,1165.208,1165.402,1165.495,1165.606,1165.698,1165.8,1165.901,1166.094,1166.259,1166.341,1166.44,1166.536,1166.713,1166.892,1167.084,1167.174,1167.287,1167.377,1167.575,1167.662,1167.763,1167.974,1168.258,1168.353,1168.656,1168.752,1168.922,1169.014,1169.207,1169.734,1169.833,1170.115,1170.204,1170.686,1170.782,1171.156,1171.712,1171.994,1172.378,1172.672,1172.856,1173.641,1174.111,1174.215,1174.632,1175.182,1175.762,1176.246,1176.724,1177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36_AL_2,1,63.671,108.362,145.747,178.494,207.744,234.403,258.869,281.074,302.281,321.949,340.435,357.82,374.519,390.324,405.515,419.847,433.585,447.047,459.916,472.186,483.906,495.239,506.324,517.089,527.525,537.555,547.3,556.724,566.13,575.186,583.959,592.377,600.765,608.861,616.884,624.692,632.328,639.888,647.052,654.191,661.19,668.129,674.662,681.142,687.606,694.009,700.234,706.158,712.224,718.119,723.897,729.546,735.168,740.733,746.24,751.509,756.843,756.894,758.928,759.069,759.225,759.328,759.93,759.983,760.235,760.338,760.829,760.892,761.21,761.412,761.946,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36_AL_3,1,64.942,114.344,157.341,196.001,231.256,264.13,294.697,323.54,350.922,377.253,402.649,426.598,449.518,471.864,493.495,514.288,534.397,554.126,573.136,591.725,609.926,627.871,645.192,662.02,678.685,694.812,710.594,726.187,741.268,756.107,770.669,785.126,799.232,813.122,826.791,840.24,853.456,866.616,879.431,892.103,904.766,917.028,929.154,940.978,952.925,964.499,975.877,987.179,998.35,1009.363,1020.24,1030.861,1041.465,1051.986,1062.26,1072.446,1082.393,1082.493,1086.52,1086.833,1087.15,1087.377,1088.557,1088.661,1089.118,1089.344,1090.306,1090.404,1091.018,1091.421,1092.491,1092.606,1093.206,1093.309,1093.606,1094.426,1094.523,1094.838,1095.355,1095.655,1096.025,1096.623,1096.956,1097.053,1097.565,1097.645,1097.854,1097.954,1098.468,1098.558,1098.758,1098.853,1098.94,1099.05,1099.163,1099.358,1099.453,1099.548,1099.721,1099.911,1100.002,1100.096,1100.272,1100.345,1100.529,1100.646,1100.742,1100.844,1101.054,1101.251,1101.34,1101.517,1101.729,1101.827,1102.128,1102.321,1102.431,1102.633,1102.722,1102.922,1103.03,1103.237,1103.339,1103.644,1103.84,1104.036,1104.558,1104.646,1104.748,1104.863,1105.042,1105.352,1105.723,1106.299,1106.487,1106.886,1106.981,1107.158,1107.636,1107.831,1108.436,1108.648,1108.768,1108.957,1109.18,1109.27,1109.368,1109.814,1110.112,1110.209,1110.301,1110.418,1111.228,1111.425,1111.717,1112.323,1112.531,1112.727,1113.013,1113.609,1113.92,1114.218,1114.405,1114.509,1114.609,1114.715,1114.815,1115.102,1115.218,1115.31,1115.604,1116.605,1116.698,1116.788,1116.982,1117.072,1117.154,1117.231,1117.422,1117.784,1117.995,1118.102,1118.183,1118.372,1118.784,1119.087,1119.277,1119.569,1119.664,1119.748,1120.039,1120.233,1120.341,1120.447,1120.56,1120.658,1120.732,1120.912,1121.131,1121.234,1121.326,1121.438,1121.638,1121.832,1122.033,1122.12,1122.221,1122.327,1122.519,1122.614,1122.71,1122.919,1123.211,1123.312,1123.628,1123.737,1123.906,1124.01,1124.211,1124.687,1124.794,1125.088,1125.2,1125.715,1125.806,1126.15,1126.754,1127.065,1127.45,1127.742,1127.937,1128.771,1129.262,1129.36,1129.744,1130.312,1130.94,1131.403,1131.867,1132.156,1132.722,1133.103,1133.598,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
